"StateName","Year","ChildPopulation","ScreenInCount","ScreenInPercent","ScreenOutCount","ScreenOutPercent","ReferralCount","refProp","varProp","refRate","varRate"
"virginia",2011,1853546,32566,50.4,32030,49.6,64596,0.0348499578645472,1.81465355062062e-08,34.8499578645472,0.0181465355062062
"washington",2007,1536368,35262,47.4,39119,52.6,74381,0.048413531133166,2.99860848028493e-08,48.413531133166,0.0299860848028493
"washington",2008,1541175,35693,48,38734,52,74427,0.0482923743247847,2.9821545837987e-08,48.2923743247847,0.029821545837987
"washington",2009,1569592,30405,43.3,39788,56.7,70193,0.0447205388406669,2.72176541715728e-08,44.7205388406669,0.0272176541715728
"washington",2010,1569592,34621,45.8,41039,54.2,75660,0.0482036096004567,2.92305399249891e-08,48.2036096004567,0.0292305399249891
"washington",2011,1581757,35798,47.1,40194,52.9,75992,0.0480427777465186,2.89138402756664e-08,48.0427777465186,0.0289138402756664
"west virginia",2007,387381,21962,69,9851,31,31813,0.0821232843118274,1.94586338735421e-07,82.1232843118274,0.194586338735421
"west virginia",2008,386158,23103,69.3,10224,30.7,33327,0.0863040517094039,2.04205693959324e-07,86.3040517094039,0.204205693959324
"west virginia",2009,386449,22249,65.3,11802,34.7,34051,0.0881125323134489,2.07915440233408e-07,88.1125323134489,0.207915440233408
"west virginia",2010,386449,17686,54.9,14558,45.1,32244,0.0834366242376096,1.97891452619729e-07,83.4366242376096,0.197891452619729
"west virginia",2011,384794,17225,51.5,16220,48.5,33445,0.0869166359142814,2.06245768685649e-07,86.9166359142814,0.206245768685649
"wisconsin",2007,1321279,26978,49.3,27726,50.7,54704,0.0414023079152851,3.00376807733817e-08,41.4023079152851,0.0300376807733817
"wisconsin",2008,1314412,26382,46.7,30053,53.3,56435,0.0429355483668743,3.12627144710411e-08,42.9355483668743,0.0312627144710411
"wisconsin",2009,1310250,25543,45.3,30840,54.7,56383,0.043032245754627,3.14294764968062e-08,43.032245754627,0.0314294764968062
"wisconsin",2010,1310250,26521,43.7,34205,56.3,60726,0.0463468803663423,3.37331402760162e-08,46.3468803663423,0.0337331402760162
"wisconsin",2011,1326208,27060,42.2,37115,57.8,64175,0.048389845333462,3.47217542060262e-08,48.389845333462,0.0347217542060262
"wyoming",2007,125365,2442,48.2,2628,51.8,5070,0.0404419096238982,3.09547015274364e-07,40.4419096238982,0.309547015274364
"wyoming",2008,128457,2398,46.4,2775,53.6,5173,0.0402702849980927,3.00867910228832e-07,40.2702849980927,0.300867910228832
"wyoming",2009,132025,2669,49,2780,51,5449,0.0412724862715395,2.99708904741565e-07,41.2724862715395,0.299708904741565
"wyoming",2010,132025,3213,51.5,3023,48.5,6236,0.0472334785078584,3.40863298738164e-07,47.2334785078584,0.340863298738164
"wyoming",2011,134937,3040,49.6,3090,50.4,6130,0.0454286074242054,3.21371077256074e-07,45.4286074242054,0.321371077256074
