Month,Zip,ReferralsAll,NoDispositions,ScreenOuts,Assessments,InvestigationsOutOfHome,InvestigationsInHome,InvestigationsWithAtLeast1ChildAge5OrYounger,InvestigationsConfirmed,ChildrenConfirmed,ChildrenRemoved
2005/01,73119,68,,21,7,1,39,23,9,15,12
2005/01,73120,11,,2,,3,6,5,1,2,2
2005/01,73121,2,,1,,,1,,,,
2005/01,73122,17,,11,,,6,5,2,3,2
2005/01,73123,1,,1,,,,,,,
2005/01,73127,43,,16,2,1,24,15,8,14,9
2005/01,73128,3,,1,,,2,1,1,2,2
2005/01,73129,44,,13,5,3,23,11,5,7,7
2005/01,73130,17,,4,3,,10,6,4,6,1
2005/01,73132,29,,12,2,1,14,7,4,4,8
2005/01,73134,4,,2,2,,,,,,
2005/01,73135,26,,10,3,1,12,4,4,8,7
2005/01,73139,16,,9,,,7,5,3,6,7
2005/01,73141,6,,3,,,3,2,1,1,2
2005/01,73142,8,,5,,,3,3,2,2,1
2005/01,73145,3,,2,,,1,1,1,3,3
2005/01,73149,10,,3,3,,4,3,2,5,2
2005/01,73150,5,,1,,1,3,3,1,1,2
2005/01,73155,1,,1,,,,,,,
2005/01,73157,2,,2,,,,,,,
2005/01,73159,34,,14,5,2,13,10,3,5,1
2005/01,73160,54,,15,14,5,20,11,2,3,2
2005/01,73162,22,,9,2,1,10,3,2,2,2
2005/01,73165,1,,,,1,,,,,
2005/01,73169,3,,3,,,,,,,
2005/01,73170,16,,5,4,,7,5,4,7,2
2005/01,73179,2,,,1,,1,,,,
2005/01,74857,8,,3,1,,4,2,,,
2005/02,73003,21,,5,3,,13,6,2,5,6
2005/02,73008,12,,4,1,,7,4,1,1,
2005/02,73013,23,,7,2,2,12,4,4,9,7
2005/02,73020,13,,5,1,,7,4,2,2,2
2005/02,73034,15,,7,1,,7,2,2,2,1
2005/02,73036,28,,6,2,,20,9,7,9,
2005/02,73045,8,,1,1,,6,4,,,
2005/02,73049,4,,,3,,1,,,,
2005/02,73054,8,,4,1,,3,2,,,1
2005/02,73064,11,,5,2,1,3,2,3,6,1
2005/02,73066,1,,,,,1,1,1,2,2
2005/02,73071,36,,12,10,,14,8,5,8,2
2005/02,73072,12,,6,3,,3,,1,4,4
2005/02,73084,13,,5,1,,7,2,2,2,
2005/02,73101,1,,,,,1,1,,,
2005/02,73102,4,,2,1,,1,1,,,
2005/02,73103,5,,2,,1,2,1,,,
2005/02,73104,4,,,3,,1,1,,,
2005/02,73105,8,,3,2,,3,1,,,
2005/02,73106,30,,7,3,,20,11,6,11,13
2005/02,73107,42,,12,6,1,23,12,8,17,10
2005/02,73108,22,,8,1,,13,9,6,10,14
2005/02,73109,24,,7,,2,15,10,9,18,12
2005/02,73110,57,,17,4,2,34,12,13,13,10
2005/02,73111,28,,8,5,3,12,8,3,5,1
2005/02,73112,25,,13,1,,11,9,2,3,2
2005/02,73114,36,,18,4,1,13,5,6,8,5
2005/02,73115,37,,8,4,2,23,12,1,1,3
2005/02,73116,3,,1,,,2,2,,,
2005/02,73117,14,,4,1,1,8,5,1,5,4
2005/02,73118,18,,10,1,2,5,3,2,2,
2005/02,73119,57,,16,4,2,35,20,17,33,22
2005/02,73120,19,,9,1,2,7,4,2,2,1
2005/02,73121,3,,,2,,1,,,,
2005/02,73122,12,,2,1,2,7,3,2,2,
2005/02,73123,1,,1,,,,,,,
2005/02,73127,65,,24,5,,36,17,7,15,10
2005/02,73128,2,,1,,,1,1,,,
2005/02,73129,44,,13,3,5,23,10,2,5,3
2005/02,73130,16,,9,2,1,4,3,,,
2005/02,73132,28,,8,3,,17,7,6,8,9
2005/02,73134,1,,1,,,,,,,
2005/02,73135,41,,16,2,1,22,12,7,9,3
2005/02,73136,1,,1,,,,,,,
2005/02,73139,19,,8,3,,8,6,3,4,4
2005/02,73141,4,,,1,,3,2,1,2,2
2005/02,73142,6,,4,,,2,1,2,3,
2005/02,73144,1,,1,,,,,,,
2005/02,73145,8,,3,1,,4,2,2,2,2
2005/02,73149,12,,3,,,9,8,1,3,1
2005/02,73150,4,,,,,4,3,1,3,3
2005/02,73159,38,,14,4,2,18,8,3,7,3
2005/02,73160,60,,26,11,2,21,13,10,18,11
2005/02,73162,21,,9,4,,8,2,3,4,
2005/02,73164,1,,,,,1,1,,,
2005/02,73165,3,,2,,,1,1,,,
2005/02,73169,1,,,,,1,1,,,
2005/02,73170,7,,2,4,,1,1,,,
2005/02,73179,4,,,1,,3,2,,,1
2005/02,74857,11,,4,2,,5,3,1,2,3
2005/03,73003,24,,11,1,1,11,5,3,4,5
2005/03,73008,22,,12,2,,8,5,3,4,1
2005/03,73013,14,,4,2,2,6,4,2,4,1
2005/03,73020,20,,8,1,,11,5,2,3,6
2005/03,73034,24,,11,3,,10,4,,,
2005/03,73036,40,,26,2,,12,6,3,7,4
2005/03,73045,8,,4,2,1,1,,,,
2005/03,73049,4,,2,,1,1,1,,,
2005/03,73054,4,,2,1,,1,1,,,
2005/03,73064,14,,6,,,8,3,3,6,
2005/03,73066,2,,,,,2,1,,,
2005/03,73071,45,,20,11,,14,8,4,11,2
2005/03,73072,16,,10,5,,1,1,,,
2005/03,73084,15,,5,2,2,6,4,,,
2005/03,73102,2,,,,1,1,1,1,1,1
2005/03,73103,5,,,3,,2,2,,,
2005/03,73104,5,,3,,1,1,1,,,
2005/03,73105,9,,4,,,5,3,2,1,1
2005/03,73106,24,,8,,,16,9,6,9,7
2005/03,73107,60,,20,4,1,35,24,10,18,14
2005/03,73108,43,,16,4,,23,14,5,7,4
2005/03,73109,38,,15,4,1,18,6,6,10,8
2005/03,73110,75,,16,4,1,54,30,15,22,12
2005/03,73111,27,,5,2,3,17,8,4,9,4
2005/03,73112,37,,11,5,2,19,11,4,8,8
2005/03,73114,42,,16,4,1,21,11,10,13,12
2005/03,73115,35,,15,1,3,16,9,5,6,2
2005/03,73116,6,,,1,,5,3,3,7,4
2005/03,73117,14,,4,,,10,5,3,4,4
2005/03,73118,21,,8,3,,10,6,1,1,3
2005/03,73119,76,,28,10,2,36,25,13,25,20
2005/03,73120,29,,8,4,4,13,8,3,7,7
2005/03,73121,2,,1,,,1,,,,
2005/03,73122,20,,4,5,2,9,2,,,
2005/03,73127,64,,16,8,,40,19,20,33,20
2005/03,73128,6,,5,1,,,,,,
2005/03,73129,58,,20,8,2,28,13,7,14,3
2005/03,73130,41,,15,7,,19,10,6,10,10
2005/03,73132,24,,7,2,2,13,7,3,4,4
2005/03,73134,2,,1,,,1,,,,
2005/03,73135,33,,11,2,1,19,9,5,7,2
2005/03,73139,21,,9,2,,10,3,2,4,2
2005/03,73141,1,,,,,1,1,,,
2005/03,73142,3,,1,2,,,,,,
2005/03,73145,5,,2,,,3,3,1,3,
2005/03,73146,1,,,,,1,1,,,
2005/03,73149,12,,2,,,10,7,4,6,9
2005/03,73150,4,,,1,1,2,,,,
2005/03,73157,1,,,,,1,,,,
2005/03,73159,41,,11,8,1,21,10,2,3,3
2005/03,73160,70,,26,20,2,22,16,7,16,11
2005/03,73162,11,,2,1,,8,5,4,6,1
2005/03,73165,4,,1,1,,2,1,,,
2005/03,73169,4,,2,,,2,2,,,
2005/03,73170,19,,9,1,2,7,1,2,2,
2005/03,73179,1,,1,,,,,,,
2005/03,74857,6,,1,2,,3,1,1,1,
2005/04,73003,33,,12,3,2,16,5,5,6,3
2005/04,73007,1,,1,,,,,,,
2005/04,73008,26,,11,1,,14,7,3,3,1
2005/04,73013,24,,11,2,3,8,4,2,3,3
2005/04,73020,21,,8,,,13,9,2,4,4
2005/04,73034,18,,6,1,,11,4,1,4,1
2005/04,73036,42,,16,4,1,21,14,12,24,12
2005/04,73045,16,,6,5,,5,2,2,5,
2005/04,73049,13,,7,2,,4,3,4,8,5
2005/04,73054,6,,2,1,1,2,1,2,3,2
2005/04,73064,14,,6,,,8,3,1,2,
2005/04,73071,35,,14,6,,15,11,4,8,1
2005/04,73072,27,,6,7,1,13,6,3,5,3
2005/04,73084,13,,7,,,6,2,1,3,3
2005/04,73102,1,,,,,1,1,1,2,2
2005/04,73103,6,,3,,1,2,2,2,4,6
2005/04,73104,5,,2,,1,2,1,1,1,1
2005/04,73105,12,,6,3,,3,2,,,
2005/04,73106,37,,11,3,,23,11,3,4,3
2005/04,73107,42,,16,5,3,18,9,8,10,8
2005/04,73108,52,,20,7,,25,17,11,20,6
2005/04,73109,32,,8,4,,20,15,12,21,13
2005/04,73110,55,,14,11,2,28,15,8,17,4
2005/04,73111,34,,14,3,,17,9,5,11,5
2005/04,73112,45,,13,8,2,22,13,6,10,11
2005/04,73114,45,,12,4,4,25,12,7,14,17
2005/04,73115,31,,6,6,1,18,9,8,16,14
2005/04,73116,4,,2,,,2,2,,,
2005/04,73117,9,,4,1,,4,1,1,1,1
2005/04,73118,23,,10,2,,11,10,2,3,2
2005/04,73119,70,,24,10,1,35,20,7,13,16
2005/04,73120,25,,9,5,2,9,5,4,7,4
2005/04,73121,11,,7,1,,3,3,2,2,1
2005/04,73122,11,,3,4,,4,2,1,1,
2005/04,73127,76,,26,9,1,40,23,13,22,10
2005/04,73128,6,,1,,,5,3,,,
2005/04,73129,67,,21,8,3,35,20,5,11,14
2005/04,73130,22,,10,2,1,9,1,,,
2005/04,73132,36,,15,1,3,17,9,5,7,
2005/04,73134,6,,,3,,3,1,1,1,3
2005/04,73135,34,,9,5,2,18,6,3,6,1
2005/04,73136,2,,2,,,,,,,
2005/04,73139,26,,16,4,,6,3,1,2,6
2005/04,73141,10,,3,2,,5,5,1,2,
2005/04,73142,8,,2,2,,4,3,,,
2005/04,73145,7,,1,4,,2,2,1,1,
2005/04,73149,6,,1,2,,3,,,,
2005/04,73150,8,,3,1,,4,3,,,
2005/04,73159,40,,18,5,,17,7,6,10,9
2005/04,73160,38,,10,10,2,16,8,3,4,
2005/04,73162,25,,8,5,3,9,3,3,6,3
2005/04,73165,1,,,,,1,,,,
2005/04,73170,13,,8,2,,3,,1,2,
2005/04,73173,1,,1,,,,,,,
2005/04,74857,10,,5,3,,2,,1,2,2
2005/05,73003,23,,6,1,1,15,5,,,
2005/05,73007,5,,3,,,2,2,2,3,2
2005/05,73008,26,,13,2,,11,5,3,3,1
2005/05,73013,30,,15,5,,10,3,3,5,5
2005/05,73020,15,,3,1,1,10,9,2,2,1
2005/05,73034,24,,13,3,1,7,2,1,1,1
2005/05,73036,33,,12,1,3,17,11,5,9,6
2005/05,73045,15,,5,,1,9,3,4,9,10
2005/05,73049,11,,1,,3,7,5,1,4,
2005/05,73054,8,,2,,,6,2,2,4,
2005/05,73064,22,,8,2,,12,5,4,7,4
2005/05,73066,1,,,1,,,,,,
2005/05,73071,58,,24,11,1,22,16,4,6,7
2005/05,73072,24,,11,8,,5,3,,,
2005/05,73084,10,,4,,,6,4,4,14,6
2005/05,73102,2,,1,,,1,1,1,1,1
2005/05,73103,7,,,,,7,4,1,2,2
2005/05,73104,1,,1,,,,,,,
2005/05,73105,11,,3,,2,6,3,1,3,
2005/05,73106,38,,13,5,2,18,10,3,4,2
2005/05,73107,43,,18,7,,18,11,6,8,4
2005/05,73108,36,,10,8,1,17,8,4,12,7
2005/05,73109,38,,13,1,,24,17,6,11,8
2005/05,73110,50,,16,6,1,27,13,8,11,1
2005/05,73111,27,,5,2,3,17,14,10,21,10
2005/05,73112,48,,17,6,,25,17,8,14,12
2005/05,73114,57,,22,4,3,28,17,9,11,13
2005/05,73115,40,,12,6,,22,10,6,9,4
2005/05,73116,3,,2,1,,,,,,
2005/05,73117,12,,2,,1,9,5,4,7,10
2005/05,73118,22,,8,,,14,9,4,4,3
2005/05,73119,64,,24,3,,37,21,5,7,7
2005/05,73120,21,,10,2,2,7,4,,,
2005/05,73121,3,,1,,,2,1,1,4,4
2005/05,73122,18,,6,2,,10,9,4,5,5
2005/05,73123,1,,,1,,,,,,
2005/05,73127,77,,33,7,,37,23,11,17,12
2005/05,73128,7,,3,,,4,2,,,
2005/05,73129,60,,13,5,3,39,28,8,21,13
2005/05,73130,25,,10,4,,11,5,3,7,
2005/05,73131,1,,,,,1,1,1,1,1
2005/05,73132,35,,11,,1,23,11,10,17,11
2005/05,73134,4,,2,1,,1,,,,
2005/05,73135,24,,10,,3,11,6,2,4,1
2005/05,73139,28,,12,3,,13,10,3,5,5
2005/05,73141,8,,5,,,3,1,1,1,
2005/05,73142,7,,4,,,3,1,2,4,
2005/05,73143,1,,,1,,,,,,
2005/05,73145,7,,3,,,4,4,,,
2005/05,73149,12,,4,1,,7,5,2,3,4
2005/05,73150,4,,,1,,3,3,1,2,2
2005/05,73159,31,,10,1,1,19,10,6,9,1
2005/05,73160,67,,37,10,2,18,12,2,2,
2005/05,73162,10,,3,2,,5,2,2,2,
2005/05,73165,6,,5,,,1,1,1,1,1
2005/05,73170,21,,8,4,,9,4,2,3,2
2005/05,73179,2,,,,1,1,,,,
2005/05,73189,1,,1,,,,,,,
2005/05,74857,6,,5,,,1,1,1,3,
2005/06,73003,17,,7,1,,9,7,1,3,3
2005/06,73008,28,,13,4,,11,4,6,11,4
2005/06,73013,15,,8,,1,6,4,1,1,1
2005/06,73020,12,,3,2,,7,6,5,8,4
2005/06,73034,21,,13,1,,7,4,1,1,
2005/06,73036,33,,14,1,2,16,14,6,17,4
2005/06,73045,8,,3,1,,4,4,3,3,
2005/06,73049,6,,3,1,1,1,,1,1,
2005/06,73054,6,,1,1,,4,3,2,5,5
2005/06,73064,18,,6,,2,10,5,2,3,1
2005/06,73071,40,,18,6,2,14,6,4,10,3
2005/06,73072,11,,3,4,,4,2,,,
2005/06,73084,11,,6,1,,4,3,2,4,4
2005/06,73102,3,,1,,,2,2,1,1,1
2005/06,73103,11,,3,,,8,4,1,1,1
2005/06,73104,5,,2,,,3,3,,,
2005/06,73105,4,,1,1,,2,,,,
2005/06,73106,30,,11,3,2,14,8,5,7,5
2005/06,73107,35,,11,1,3,20,14,6,11,7
2005/06,73108,35,,12,4,,19,12,5,10,7
2005/06,73109,30,,10,5,2,13,9,7,9,5
2005/06,73110,48,,14,7,3,24,17,13,22,11
2005/06,73111,20,,4,,2,14,11,6,18,7
2005/06,73112,29,,10,3,1,15,10,3,4,4
2005/06,73114,33,,12,3,2,16,9,5,10,4
2005/06,73115,29,,6,3,4,16,7,2,2,1
2005/06,73116,4,,,1,,3,2,1,1,2
2005/06,73117,8,,3,,1,4,3,1,1,1
2005/06,73118,19,,8,,,11,6,7,13,9
2005/06,73119,69,,33,6,2,28,21,9,16,14
2005/06,73120,27,,11,4,1,11,7,4,7,
2005/06,73121,6,,1,,2,3,2,1,2,2
2005/06,73122,12,,6,1,,5,3,,,
2005/06,73123,1,,,,,1,1,,,
2005/06,73127,44,,13,1,,30,21,4,5,4
2005/06,73128,3,,2,,,1,1,,,
2005/06,73129,65,,22,9,1,33,15,6,14,5
2005/06,73130,12,,2,2,1,7,5,2,5,
2005/06,73131,2,,,,1,1,,,,
2005/06,73132,37,,10,8,1,18,12,6,13,7
2005/06,73134,3,,1,,1,1,,,,
2005/06,73135,26,,6,3,3,14,8,4,8,2
2005/06,73139,19,,4,2,,13,10,2,2,1
2005/06,73140,2,,1,,1,,,,,
2005/06,73141,5,,,1,,4,3,1,1,
2005/06,73142,7,,3,,,4,1,1,2,2
2005/06,73145,1,,,,,1,1,1,1,
2005/06,73149,12,,1,2,,9,2,3,3,3
2005/06,73150,7,,3,,,4,2,1,1,
2005/06,73159,29,,12,,3,14,6,4,5,
2005/06,73160,63,,24,11,4,24,16,4,5,2
2005/06,73162,10,,5,1,1,3,3,1,1,
2005/06,73165,1,,,,,1,,,,
2005/06,73169,5,,1,,1,3,2,,,
2005/06,73170,18,,9,1,1,7,6,2,4,
2005/06,73179,5,,2,1,,2,1,,,
2005/06,74857,9,,7,,,2,1,,,
2005/07,73003,22,,6,3,,13,8,2,5,2
2005/07,73008,21,,6,,5,10,5,3,5,
2005/07,73013,23,,14,4,,5,2,,,
2005/07,73020,15,,2,2,2,9,5,1,2,
2005/07,73034,19,,7,3,,9,6,2,6,4
2005/07,73036,21,,9,2,1,9,5,4,5,3
2005/07,73045,7,,3,,,4,1,,,
2005/07,73049,5,,1,1,,3,2,,,
2005/07,73054,1,,,,,1,1,,,
2005/07,73064,18,,8,3,,7,2,1,1,1
2005/07,73066,3,,2,,,1,,1,1,
2005/07,73071,40,,19,5,,16,11,6,13,5
2005/07,73072,15,,5,1,,9,5,3,5,2
2005/07,73084,10,,4,1,1,4,3,,,
2005/07,73102,3,,2,,,1,1,1,1,1
2005/07,73103,10,,3,2,,5,4,1,1,1
2005/07,73104,3,,,,,3,2,2,2,3
2005/07,73105,7,,2,,1,4,2,2,4,4
2005/07,73106,29,,10,3,,16,10,6,18,12
2005/07,73107,34,,7,4,,23,15,6,6,3
2005/07,73108,28,,8,4,1,15,11,5,8,7
2005/07,73109,22,,9,2,,11,10,4,9,7
2005/07,73110,44,,7,2,3,32,21,12,24,9
2005/07,73111,26,,7,2,2,15,12,7,17,11
2005/07,73112,23,,7,3,,13,9,2,5,5
2005/07,73113,1,,1,,,,,,,
2005/07,73114,34,,16,3,1,14,10,9,19,20
2005/07,73115,32,,12,1,3,16,6,5,5,3
2005/07,73116,3,,,1,,2,2,1,1,1
2005/07,73117,7,,1,,1,5,5,3,7,3
2005/07,73118,15,,7,1,,7,4,1,3,3
2005/07,73119,51,,20,5,1,25,19,7,18,5
2005/07,73120,18,,2,3,3,10,6,5,11,6
2005/07,73121,1,,,,,1,,,,
2005/07,73122,16,,4,2,1,9,5,4,10,2
2005/07,73127,38,,8,6,1,23,17,11,15,7
2005/07,73128,2,,2,,,,,,,
2005/07,73129,55,,17,5,2,31,22,12,24,15
2005/07,73130,26,,5,6,,15,8,3,3,2
2005/07,73132,36,,16,4,3,13,9,4,5,4
2005/07,73134,1,,,,,1,1,,,
2005/07,73135,28,,10,3,2,13,8,1,1,1
2005/07,73139,28,,7,6,1,14,10,5,8,6
2005/07,73141,6,,3,,,3,2,2,2,
2005/07,73142,4,,2,,,2,2,1,1,
2005/07,73144,1,,1,,,,,,,
2005/07,73145,3,,,1,1,1,1,,,
2005/07,73149,7,,4,,,3,2,1,2,2
2005/07,73150,3,,,,,3,3,1,2,2
2005/07,73159,35,,20,2,1,12,7,3,5,
2005/07,73160,46,,18,8,4,16,5,4,8,1
2005/07,73162,5,,,,2,3,,,,
2005/07,73165,7,,4,,,3,2,1,3,
2005/07,73169,4,,4,,,,,,,
2005/07,73170,6,,2,2,1,1,,1,1,
2005/07,73179,2,,1,,,1,1,,,
2005/07,74857,7,,2,2,,3,2,,,
2005/08,73003,15,,4,4,1,6,4,1,1,1
2005/08,73008,29,,7,6,1,15,5,8,15,11
2005/08,73013,17,,6,,,11,6,3,5,3
2005/08,73020,12,,3,1,2,6,3,3,6,
2005/08,73034,13,,6,2,,5,3,1,3,1
2005/08,73036,41,,11,4,1,25,15,6,10,2
2005/08,73045,12,,5,1,1,5,1,1,1,1
2005/08,73049,1,,,,,1,,,,
2005/08,73054,5,,3,,1,1,,1,1,
2005/08,73064,20,,8,1,2,9,5,3,4,2
2005/08,73071,44,,22,9,,13,9,4,7,4
2005/08,73072,18,,9,2,,7,3,1,1,
2005/08,73084,12,,5,,,7,4,1,3,
2005/08,73102,2,,1,,,1,1,,,
2005/08,73103,10,,2,,,8,5,2,2,2
2005/08,73105,7,,2,,1,4,2,1,2,2
2005/08,73106,34,,14,3,1,16,11,5,12,14
2005/08,73107,41,,13,4,2,22,15,7,11,7
2005/08,73108,39,,14,3,,22,15,8,15,10
2005/08,73109,37,,9,3,1,24,17,8,14,10
2005/08,73110,59,,15,8,6,30,19,9,20,16
2005/08,73111,27,,7,3,1,16,10,9,16,12
2005/08,73112,35,,7,3,1,24,17,7,6,3
2005/08,73114,27,,7,4,,16,9,6,14,11
2005/08,73115,37,,17,1,,19,8,4,6,1
2005/08,73116,6,,,,,6,5,2,3,3
2005/08,73117,20,,9,,4,7,5,2,3,1
2005/08,73118,34,,15,4,1,14,8,2,3,3
2005/08,73119,71,,25,8,1,37,24,13,21,15
2005/08,73120,27,,6,6,2,13,10,3,7,6
2005/08,73121,1,,,1,,,,,,
2005/08,73122,11,,4,3,,4,3,1,3,3
2005/08,73127,58,,17,7,2,32,18,10,27,15
2005/08,73128,8,,6,,,2,1,,,1
2005/08,73129,72,,22,7,3,40,24,8,22,9
2005/08,73130,24,,4,4,,16,9,6,10,2
2005/08,73132,30,,10,3,,17,7,4,7,6
2005/08,73134,4,,1,,1,2,1,,,
2005/08,73135,23,,6,3,1,13,6,,,1
2005/08,73139,22,,10,1,,11,6,2,6,
2005/08,73141,7,,,,1,6,4,3,4,5
2005/08,73142,7,,4,,1,2,,1,2,
2005/08,73145,7,,1,2,,4,4,2,3,
2005/08,73149,8,,1,,,7,4,3,6,6
2005/08,73150,8,,2,,,6,6,3,4,4
2005/08,73159,25,,8,1,,16,9,3,5,3
2005/08,73160,75,,36,10,2,27,11,3,3,3
2005/08,73162,11,,7,1,,3,1,1,2,
2005/08,73165,1,,,,,1,,,,
2005/08,73169,5,,2,1,,2,2,,,
2005/08,73170,16,,8,2,1,5,3,1,1,1
2005/08,74857,8,,4,,1,3,2,,,
2005/09,73003,28,,13,3,,12,7,,,
2005/09,73008,21,,7,1,,13,7,2,2,4
2005/09,73013,21,,5,4,1,11,6,,,
2005/09,73020,21,,6,4,,11,5,5,6,5
2005/09,73034,25,,11,2,,12,8,4,8,
2005/09,73036,41,,13,,1,27,18,7,19,9
2005/09,73045,14,,4,1,1,8,5,2,4,2
2005/09,73049,8,,3,1,,4,1,1,1,
2005/09,73054,3,,,,,3,,1,1,1
2005/09,73064,15,,6,,,9,6,4,7,3
2005/09,73066,1,,,,,1,1,,,
2005/09,73071,35,,16,5,,14,7,2,3,
2005/09,73072,14,,4,2,,8,5,,,
2005/09,73084,8,,5,,,3,2,1,1,1
2005/09,73102,4,,1,,,3,1,1,2,
2005/09,73103,1,,,,,1,,,,
2005/09,73104,5,,,,1,4,3,,,3
2005/09,73105,3,,1,,,2,2,1,1,1
2005/09,73106,35,,8,1,2,24,15,8,17,11
2005/09,73107,41,,14,4,2,21,11,3,6,1
2005/09,73108,35,,16,2,1,16,10,6,13,12
2005/09,73109,31,,14,3,,14,7,1,1,
2005/09,73110,54,,16,10,,28,18,5,9,5
2005/09,73111,18,,5,1,,12,7,5,10,7
2005/09,73112,43,,16,6,2,19,12,5,5,3
2005/09,73114,34,,9,4,3,18,10,5,7,3
2005/09,73115,42,,13,1,1,27,14,10,17,14
2005/09,73116,5,,3,,,2,1,,,
2005/09,73117,11,,4,1,,6,3,2,6,5
2005/09,73118,29,,11,2,,16,13,1,4,
2005/09,73119,62,,23,2,2,35,22,9,19,8
2005/09,73120,27,,8,5,1,13,6,2,2,3
2005/09,73121,1,,,,,1,1,,,
2005/09,73122,29,,11,,1,17,10,5,13,11
2005/09,73127,70,,24,6,,40,24,5,7,3
2005/09,73128,6,,2,1,,3,,1,2,2
2005/09,73129,44,,11,5,2,26,17,8,16,15
2005/09,73130,19,,4,1,1,13,6,4,6,6
2005/09,73131,3,,2,1,,,,,,
2005/09,73132,33,,10,,1,22,14,3,4,4
2005/09,73134,1,,,,,1,1,,,
2005/09,73135,26,,7,4,2,13,8,2,2,1
2005/09,73139,21,,9,1,,11,6,6,8,8
2005/09,73141,5,,2,1,,2,2,,,
2005/09,73142,3,,2,,,1,1,,,
2005/09,73145,9,,2,1,,6,5,1,3,
2005/09,73149,11,,4,,1,6,2,1,2,2
2005/09,73150,1,,1,,,,,,,
2005/09,73151,1,,1,,,,,,,
2005/09,73157,2,,1,1,,,,,,
2005/09,73159,28,,14,2,,12,5,1,2,3
2005/09,73160,63,,30,7,4,22,13,4,8,3
2005/09,73162,14,,9,1,,4,2,1,1,
2005/09,73165,9,,6,1,,2,2,1,1,
2005/09,73169,5,,2,1,,2,1,,,
2005/09,73170,13,,5,2,2,4,,,,
2005/09,73173,1,,,1,,,,,,
2005/09,74857,14,,7,1,,6,5,1,1,1
2005/10,73003,39,,18,5,3,13,7,1,1,1
2005/10,73007,1,,,,1,,,,,
2005/10,73008,25,,9,2,2,12,6,5,8,5
2005/10,73013,21,,6,5,2,8,2,1,6,
2005/10,73020,16,,5,3,2,6,3,1,1,
2005/10,73034,23,,9,2,1,11,8,,,
2005/10,73036,27,,8,6,,13,10,2,2,
2005/10,73045,9,,4,1,1,3,,,,
2005/10,73049,8,,4,1,1,2,1,,,
2005/10,73054,6,,3,1,,2,1,1,1,
2005/10,73064,23,,8,2,,13,7,6,13,2
2005/10,73066,3,,,1,,2,1,,,2
2005/10,73071,45,,19,8,,18,13,3,5,2
2005/10,73072,26,,11,6,,9,6,,,
2005/10,73084,8,,3,,2,3,1,2,3,3
2005/10,73101,1,,1,,,,,,,
2005/10,73102,7,,3,,,4,4,2,3,3
2005/10,73103,6,,,1,,5,4,,,
2005/10,73104,4,,1,,,3,2,2,6,2
2005/10,73105,10,,2,1,1,6,6,3,8,6
2005/10,73106,28,,8,2,,18,9,5,9,11
2005/10,73107,41,,11,9,1,20,12,4,6,4
2005/10,73108,33,,13,4,1,15,8,4,7,2
2005/10,73109,34,,10,6,,18,11,6,8,8
2005/10,73110,69,,13,15,4,37,24,12,19,7
2005/10,73111,18,,6,3,3,6,4,2,2,1
2005/10,73112,24,,8,3,1,12,8,2,4,
2005/10,73114,28,,11,1,2,14,8,4,5,3
2005/10,73115,45,,14,9,5,17,5,5,9,4
2005/10,73116,6,,1,,,5,1,1,2,3
2005/10,73117,10,,4,1,,5,3,,,
2005/10,73118,29,,15,1,1,12,10,2,3,2
2005/10,73119,69,,30,5,4,30,18,7,9,8
2005/10,73120,23,,12,,1,10,8,3,7,4
2005/10,73121,2,,,,,2,2,1,1,1
2005/10,73122,22,,3,4,1,14,8,2,3,1
2005/10,73127,58,,11,6,1,40,29,6,7,4
2005/10,73128,3,,1,,,2,1,1,3,
2005/10,73129,59,,23,3,4,29,18,12,13,9
2005/10,73130,21,,9,,1,11,4,4,8,
2005/10,73131,1,,,1,,,,,,
2005/10,73132,26,,6,2,1,17,13,2,5,2
2005/10,73135,18,,10,,,8,3,2,3,
2005/10,73139,17,,10,,,7,5,1,1,
2005/10,73141,7,,3,1,1,2,2,2,3,1
2005/10,73142,11,,3,1,,7,6,,,
2005/10,73145,7,,1,1,,5,3,3,5,2
2005/10,73149,10,,3,,,7,2,,,
2005/10,73150,4,,,,,4,3,,,
2005/10,73159,25,,11,4,2,8,6,2,7,7
2005/10,73160,77,,40,14,,23,15,5,11,
2005/10,73162,8,,2,1,,5,1,1,1,
2005/10,73165,8,,3,2,,3,2,1,3,1
2005/10,73169,1,,,,,1,1,,,
2005/10,73170,14,,7,1,1,5,,,,
2005/10,74857,8,,2,2,,4,3,,,
2005/11,73003,26,,12,5,,9,4,2,4,3
2005/11,73007,2,,1,,,1,1,,,
2005/11,73008,28,,10,2,,16,9,3,5,3
2005/11,73013,24,,8,2,1,13,4,4,7,6
2005/11,73020,8,,5,1,,2,,2,3,1
2005/11,73034,25,,11,5,1,8,5,2,2,1
2005/11,73036,38,,17,4,2,15,9,1,1,
2005/11,73045,15,,4,6,,5,3,,,
2005/11,73049,1,,1,,,,,,,
2005/11,73054,6,,2,,,4,,1,1,1
2005/11,73064,10,,5,,1,4,1,1,2,
2005/11,73071,43,,20,6,,17,13,3,9,1
2005/11,73072,21,,12,4,1,4,3,1,2,
2005/11,73084,17,,8,,3,6,1,1,1,
2005/11,73102,3,,1,,,2,2,,,
2005/11,73103,7,,3,,,4,3,,,
2005/11,73104,6,,4,,,2,2,1,2,2
2005/11,73105,9,,1,,,8,5,3,8,12
2005/11,73106,33,,9,,1,23,16,5,9,7
2005/11,73107,37,,9,6,,22,14,4,6,12
