Month,Zip,ReferralsAll,NoDispositions,ScreenOuts,Assessments,InvestigationsOutOfHome,InvestigationsInHome,InvestigationsWithAtLeast1ChildAge5OrYounger,InvestigationsConfirmed,ChildrenConfirmed,ChildrenRemoved
2007/01,73036,27,,10,1,1,15,6,6,7,2
2007/01,73045,8,,4,1,,3,,1,1,
2007/01,73049,2,,1,,,1,,,,
2007/01,73054,7,,2,1,,4,3,,,
2007/01,73064,17,,8,,1,8,3,2,5,4
2007/01,73071,42,,28,8,,6,4,,,
2007/01,73072,22,,11,5,,6,5,1,1,1
2007/01,73084,10,,3,,2,5,3,1,4,4
2007/01,73102,3,,2,1,,,,,,
2007/01,73103,1,,,1,,,,,,
2007/01,73104,2,,,,,2,1,,,
2007/01,73105,8,,4,,2,2,1,1,1,1
2007/01,73106,31,,12,2,,17,11,9,25,9
2007/01,73107,35,,9,7,1,18,9,9,16,10
2007/01,73108,25,,8,1,,16,13,7,12,7
2007/01,73109,51,,23,7,2,19,10,5,10,7
2007/01,73110,44,,18,5,,21,13,2,6,4
2007/01,73111,20,,6,1,1,12,7,2,2,2
2007/01,73112,30,,13,3,2,12,8,3,4,4
2007/01,73114,26,,10,,1,15,11,4,10,9
2007/01,73115,21,,8,1,1,11,7,4,10,12
2007/01,73116,7,,5,,,2,1,1,1,
2007/01,73117,18,,7,2,2,7,2,2,3,2
2007/01,73118,24,,12,,,12,9,6,6,3
2007/01,73119,84,,31,5,2,46,27,12,21,13
2007/01,73120,19,,11,1,,7,6,,,1
2007/01,73121,6,,3,,,3,1,2,8,3
2007/01,73122,29,,9,1,1,18,6,7,11,7
2007/01,73127,59,,21,4,1,33,19,6,14,3
2007/01,73128,4,,2,,,2,2,,,
2007/01,73129,68,,28,4,1,35,24,11,26,8
2007/01,73130,26,,10,1,5,10,6,3,8,8
2007/01,73132,22,,6,2,1,13,10,3,6,7
2007/01,73134,2,,,,,2,2,1,1,1
2007/01,73135,12,,2,7,,3,3,1,1,
2007/01,73139,25,,7,3,1,14,10,7,9,6
2007/01,73141,4,,1,,,3,2,1,2,2
2007/01,73142,4,,2,1,,1,,,,
2007/01,73145,1,,,1,,,,,,
2007/01,73149,10,,3,1,,6,4,1,2,2
2007/01,73157,1,,1,,,,,,,
2007/01,73159,20,,10,7,,3,,1,1,
2007/01,73160,68,,29,8,2,29,18,5,10,
2007/01,73162,10,,2,1,,7,3,4,5,1
2007/01,73165,12,,8,2,,2,,,,
2007/01,73169,2,,1,,,1,1,1,2,
2007/01,73170,28,,16,7,,5,3,1,1,
2007/01,74857,13,,8,1,,4,3,1,3,1
2007/02,73003,21,,8,2,,11,6,1,1,
2007/02,73007,1,,,1,,,,,,
2007/02,73008,25,,11,1,,13,10,3,8,8
2007/02,73012,6,,3,,1,2,,,,
2007/02,73013,21,,12,1,,8,6,1,1,
2007/02,73020,17,,12,1,,4,3,,,
2007/02,73025,3,,3,,,,,,,
2007/02,73034,22,,12,,,10,7,4,6,5
2007/02,73036,40,,21,1,1,17,11,7,14,11
2007/02,73045,11,,5,2,,4,4,,,
2007/02,73049,11,,5,1,,5,2,,,
2007/02,73054,5,,2,,,3,2,2,3,2
2007/02,73064,23,,13,1,,9,6,4,13,2
2007/02,73066,1,,1,,,,,,,
2007/02,73071,47,,22,7,2,16,10,4,7,7
2007/02,73072,28,,17,3,,8,6,3,2,1
2007/02,73084,4,,1,,,3,2,1,1,1
2007/02,73102,5,,3,1,1,,,,,
2007/02,73103,6,,,1,,5,5,,,1
2007/02,73104,4,,1,,,3,2,3,5,5
2007/02,73105,7,,4,,,3,2,1,3,4
2007/02,73106,25,,10,2,,13,8,3,5,6
2007/02,73107,39,,15,2,2,20,15,5,6,8
2007/02,73108,32,,11,2,,19,11,4,9,8
2007/02,73109,38,,17,6,,15,6,6,8,4
2007/02,73110,54,,17,5,1,31,20,6,14,13
2007/02,73111,17,,6,,3,8,8,2,2,1
2007/02,73112,32,,11,3,,18,11,6,8,13
2007/02,73114,34,,11,1,2,20,14,4,5,9
2007/02,73115,47,,21,2,3,21,11,2,4,3
2007/02,73116,1,,1,,,,,,,
2007/02,73117,10,,3,3,,4,3,2,3,2
2007/02,73118,18,,9,,1,8,4,3,3,1
2007/02,73119,48,,19,2,,27,18,5,9,5
2007/02,73120,30,,17,2,2,9,4,1,3,4
2007/02,73121,5,,3,,,2,2,1,2,
2007/02,73122,21,,8,3,,10,5,5,9,10
2007/02,73127,51,,18,1,,32,19,3,7,5
2007/02,73128,6,,4,,,2,1,2,5,
2007/02,73129,52,,25,5,3,19,12,3,6,1
2007/02,73130,22,,7,1,1,13,7,4,9,3
2007/02,73131,1,,,,,1,1,1,2,3
2007/02,73132,39,,14,1,3,21,13,6,9,1
2007/02,73134,1,,,,,1,,1,1,1
2007/02,73135,39,,19,1,4,15,9,,,
2007/02,73139,12,,5,1,,6,4,,,
2007/02,73141,3,,1,1,,1,,,,
2007/02,73142,3,,3,,,,,,,
2007/02,73145,1,,,,,1,1,1,1,
2007/02,73149,9,,4,1,,4,3,2,3,3
2007/02,73150,6,,2,,,4,2,2,6,2
2007/02,73159,31,,13,3,1,14,8,4,7,5
2007/02,73160,69,,36,16,,17,10,4,7,3
2007/02,73162,17,,9,2,,6,3,2,3,1
2007/02,73165,9,,7,2,,,,,,
2007/02,73169,7,,2,,1,4,1,1,1,
2007/02,73170,21,,13,5,,3,2,1,3,
2007/02,73179,2,,1,,,1,1,1,1,1
2007/02,73189,1,,,,,1,,1,2,3
2007/02,73194,1,,1,,,,,,,
2007/02,74857,10,,5,2,,3,3,1,2,
2007/03,73003,18,,10,2,1,5,2,2,4,
2007/03,73007,1,,1,,,,,,,
2007/03,73008,42,,17,3,1,21,15,7,17,5
2007/03,73012,4,,3,,,1,1,,,
2007/03,73013,20,,6,1,3,10,5,3,10,8
2007/03,73020,31,,12,4,,15,10,2,4,4
2007/03,73025,4,,1,2,,1,1,,,
2007/03,73034,17,,6,2,,9,5,4,5,2
2007/03,73036,43,,17,2,,24,13,6,12,9
2007/03,73045,21,,9,1,,11,6,2,2,2
2007/03,73049,5,,3,,,2,2,,,
2007/03,73054,7,,4,,,3,2,1,3,3
2007/03,73064,28,,13,2,2,11,7,5,6,5
2007/03,73071,58,,34,8,,16,8,5,9,4
2007/03,73072,25,,16,4,,5,3,1,2,
2007/03,73083,1,,,,,1,,,,
2007/03,73084,12,,4,1,1,6,4,,,
2007/03,73097,1,,1,,,,,,,
2007/03,73102,1,,1,,,,,,,
2007/03,73103,7,,5,,,2,2,2,3,2
2007/03,73104,3,,,,,3,3,,,
2007/03,73105,10,,9,,,1,,,,
2007/03,73106,34,,12,1,1,20,13,5,15,1
2007/03,73107,48,,12,4,1,31,18,11,18,12
2007/03,73108,37,,16,2,,19,11,5,10,10
2007/03,73109,35,,14,8,,13,10,4,7,7
2007/03,73110,55,,21,7,2,25,13,6,10,9
2007/03,73111,35,,17,,5,13,9,5,10,9
2007/03,73112,43,,17,5,3,18,13,3,5,3
2007/03,73114,52,,24,6,3,19,10,5,17,10
2007/03,73115,35,,13,2,3,17,6,4,9,3
2007/03,73116,5,,,,,5,4,3,7,6
2007/03,73117,12,,3,,1,8,6,1,2,
2007/03,73118,15,,6,1,1,7,5,3,6,4
2007/03,73119,75,,26,7,1,41,28,12,20,15
2007/03,73120,31,,12,3,2,14,7,3,9,3
2007/03,73121,1,,,,,1,,,,
2007/03,73122,22,,8,1,,13,8,5,10,4
2007/03,73127,56,,23,6,1,26,17,8,11,10
2007/03,73128,4,,1,1,,2,1,,,
2007/03,73129,53,,14,5,2,32,20,11,21,16
2007/03,73130,27,,10,2,1,14,7,2,3,5
2007/03,73132,41,,19,8,,14,8,4,9,2
2007/03,73134,3,,1,,,2,2,,,
2007/03,73135,27,,12,4,,11,7,2,3,2
2007/03,73139,31,,10,2,1,18,12,7,15,12
2007/03,73141,2,,,,,2,1,1,1,
2007/03,73142,4,,1,2,,1,1,,,
2007/03,73145,2,,,,,2,1,1,2,
2007/03,73149,20,,11,1,1,7,2,1,1,
2007/03,73150,4,,3,,,1,1,,,
2007/03,73159,32,,13,7,2,10,8,2,4,2
2007/03,73160,78,,57,11,1,9,7,,,
2007/03,73162,18,,7,3,,8,1,1,1,2
2007/03,73165,4,,4,,,,,,,
2007/03,73169,4,,3,1,,,,,,
2007/03,73170,27,,18,1,3,5,4,1,1,1
2007/03,73172,1,,,,,1,,,,
2007/03,73179,1,,,,,1,,1,1,
2007/03,73189,1,,1,,,,,,,
2007/03,74857,18,,9,1,,8,1,2,2,
2007/04,73003,23,,7,2,,14,7,5,9,1
2007/04,73007,2,,2,,,,,,,
2007/04,73008,45,,21,7,,17,8,3,4,2
2007/04,73012,6,,2,,,4,3,1,1,1
2007/04,73013,25,,6,2,2,15,9,5,7,7
2007/04,73020,17,,9,2,1,5,2,1,3,3
2007/04,73025,1,,1,,,,,,,
2007/04,73034,27,,9,2,1,15,7,3,6,2
2007/04,73036,37,,17,,2,18,9,5,11,3
2007/04,73045,13,,2,4,,7,6,,,
2007/04,73049,6,,2,,,4,2,2,2,1
2007/04,73054,7,,4,,,3,1,3,6,4
2007/04,73064,24,,7,2,1,14,10,4,10,5
2007/04,73066,3,,2,,,1,1,,,
2007/04,73071,53,,24,10,,19,14,6,11,6
2007/04,73072,33,,15,9,1,8,5,1,1,1
2007/04,73084,9,,2,1,2,4,,1,1,
2007/04,73102,2,,1,,,1,1,,,
2007/04,73103,1,,1,,,,,,,
2007/04,73104,7,,5,1,,1,1,,,
2007/04,73105,7,,1,,,6,3,2,3,2
2007/04,73106,25,,11,1,,13,8,5,14,7
2007/04,73107,50,,19,3,4,24,18,7,17,6
2007/04,73108,42,,15,3,2,22,13,7,14,11
2007/04,73109,39,,14,8,,17,13,6,11,4
2007/04,73110,55,,19,6,1,29,19,9,15,10
2007/04,73111,27,,7,,2,18,13,5,7,2
2007/04,73112,36,,8,2,2,24,15,9,10,7
2007/04,73114,45,,19,,3,23,14,8,27,22
2007/04,73115,51,,19,5,,27,12,4,6,1
2007/04,73116,1,,,,,1,,,,
2007/04,73117,20,,2,,1,17,12,7,12,10
2007/04,73118,23,,3,3,,17,9,4,6,4
2007/04,73119,67,,23,10,2,32,12,9,13,8
2007/04,73120,22,,14,,1,7,6,3,3,3
2007/04,73121,2,,,1,,1,1,,,
2007/04,73122,21,,8,,1,12,5,3,7,4
2007/04,73127,71,,27,7,3,34,22,4,7,4
2007/04,73128,7,,1,2,,4,1,2,2,1
2007/04,73129,62,,25,5,2,30,19,16,36,19
2007/04,73130,20,,10,1,1,8,6,4,14,10
2007/04,73132,51,,16,1,2,32,20,13,21,12
2007/04,73134,6,,3,,1,2,1,,,
2007/04,73135,41,,17,4,3,17,6,5,13,8
2007/04,73139,22,,4,2,1,15,8,4,8,7
2007/04,73141,6,,1,,1,4,2,2,5,3
2007/04,73142,7,,4,1,,2,,,,
2007/04,73145,2,,,1,,1,,,,
2007/04,73149,16,,5,2,,9,5,2,2,2
2007/04,73150,7,,1,2,,4,1,1,2,2
2007/04,73159,39,,17,6,4,12,5,3,4,5
2007/04,73160,63,,35,10,,18,11,5,8,3
2007/04,73162,19,,8,2,,9,5,2,2,
2007/04,73165,4,,1,1,,2,,1,1,
2007/04,73169,5,,2,,,3,2,,,5
2007/04,73170,25,,12,7,2,4,3,,,
2007/04,74857,9,,6,3,,,,,,
2007/05,73003,19,,4,3,,12,5,3,7,3
2007/05,73007,1,,1,,,,,,,
2007/05,73008,30,,14,2,4,10,6,3,6,1
2007/05,73012,14,,7,2,,5,2,,,
2007/05,73013,20,,7,1,1,11,6,3,7,6
2007/05,73020,19,,6,3,1,9,3,1,1,1
2007/05,73025,2,,1,1,,,,,,
2007/05,73034,35,,12,6,2,15,9,4,7,1
2007/05,73036,45,,17,3,2,23,15,3,4,4
2007/05,73045,10,,3,2,1,4,1,1,1,
2007/05,73049,2,,,,1,1,,,,
2007/05,73054,5,,3,,,2,1,2,4,1
2007/05,73064,20,,7,,,13,7,1,4,
2007/05,73071,60,,35,5,1,19,17,2,3,1
2007/05,73072,21,,13,3,,5,4,1,1,1
2007/05,73084,11,,5,3,,3,2,3,6,4
2007/05,73102,1,,,,,1,1,1,1,
2007/05,73103,6,,2,,,4,1,,,
2007/05,73104,5,,3,,1,1,1,,,
2007/05,73105,9,,4,,,5,3,3,6,3
2007/05,73106,28,,6,3,1,18,9,3,3,3
2007/05,73107,49,,16,5,3,25,16,9,10,4
2007/05,73108,38,,13,5,2,18,11,4,10,8
2007/05,73109,32,,15,1,,16,13,7,11,7
2007/05,73110,72,,20,7,4,41,21,13,24,10
2007/05,73111,38,,13,1,2,22,18,9,19,9
2007/05,73112,33,,16,5,2,10,7,3,6,
2007/05,73114,38,,13,2,2,21,17,12,24,20
2007/05,73115,51,,24,4,1,22,14,9,22,14
2007/05,73116,9,,4,2,,3,2,2,4,3
2007/05,73117,7,,1,1,1,4,1,,,
2007/05,73118,34,,11,7,,16,11,5,7,9
2007/05,73119,82,,37,5,2,38,23,12,27,14
2007/05,73120,31,,11,1,3,16,10,6,10,8
2007/05,73122,24,,11,3,1,9,6,2,5,2
2007/05,73127,73,,16,8,,49,29,14,26,29
2007/05,73128,2,,1,,,1,1,1,4,4
2007/05,73129,49,,18,5,3,23,16,4,6,4
2007/05,73130,23,,7,2,4,10,4,1,6,6
2007/05,73131,3,,2,,1,,,,,
2007/05,73132,45,,18,5,3,19,12,3,5,
2007/05,73134,1,,1,,,,,,,
2007/05,73135,35,,11,5,1,18,7,1,1,
2007/05,73139,28,,10,4,,14,10,2,2,2
2007/05,73141,9,,2,4,,3,3,3,5,4
2007/05,73142,11,,1,3,2,5,3,1,1,
2007/05,73145,9,,3,2,,4,4,3,4,2
2007/05,73149,5,,,,,5,5,2,3,1
2007/05,73150,1,,1,,,,,,,
2007/05,73159,35,,15,,1,19,6,5,10,8
2007/05,73160,80,,37,12,4,27,10,6,6,3
2007/05,73162,17,,6,3,,8,2,1,1,1
2007/05,73165,6,,1,,,5,2,,,
2007/05,73169,5,,2,3,,,,,,
2007/05,73170,25,,10,2,1,12,5,,,
2007/05,73173,1,,,1,,,,,,
2007/05,73179,1,,,,,1,1,1,5,5
2007/05,74857,13,,7,1,,5,3,1,1,
2007/06,73003,11,,6,,1,4,4,1,5,
2007/06,73007,2,,,,,2,1,,,
2007/06,73008,26,,10,2,,14,4,2,3,3
2007/06,73012,5,,3,,,2,,,,
2007/06,73013,11,,6,1,1,3,2,1,2,
2007/06,73020,14,,6,,,8,5,2,5,1
2007/06,73025,2,,1,,,1,1,,,
2007/06,73034,15,,4,1,,10,7,3,6,3
2007/06,73036,33,,12,3,2,16,11,4,9,2
2007/06,73045,8,,4,1,1,2,1,1,2,
2007/06,73049,3,,1,,,2,1,1,1,
2007/06,73054,7,,1,3,1,2,2,,,
2007/06,73064,13,,5,1,,7,6,2,5,1
2007/06,73071,39,,20,10,,9,6,2,2,2
2007/06,73072,21,,13,4,,4,3,,,
2007/06,73084,13,,4,,3,6,5,1,3,
2007/06,73103,4,,3,,,1,1,,,
2007/06,73104,1,,,1,,,,,,
2007/06,73105,13,,4,1,1,7,5,2,2,3
2007/06,73106,35,,15,,1,19,14,8,17,8
2007/06,73107,38,,14,3,1,20,17,3,8,6
2007/06,73108,33,,10,2,,21,9,5,8,4
2007/06,73109,44,,20,1,3,20,15,3,7,5
2007/06,73110,39,,18,,1,20,16,6,14,11
2007/06,73111,24,,10,1,2,11,6,2,2,1
2007/06,73112,41,,18,2,2,19,11,9,15,8
2007/06,73114,36,,14,,4,18,14,4,9,1
2007/06,73115,33,,7,1,1,24,15,6,11,5
2007/06,73116,4,,1,,,3,1,,,
2007/06,73117,20,,9,,1,10,7,2,4,1
2007/06,73118,13,,7,3,,3,2,2,5,1
2007/06,73119,46,,15,1,4,26,18,4,5,6
2007/06,73120,19,,2,1,1,15,12,4,7,5
2007/06,73121,3,,1,,,2,,,,
2007/06,73122,19,,6,1,1,11,6,3,3,2
2007/06,73127,45,,16,3,1,25,19,7,10,13
2007/06,73128,4,,3,,,1,,1,2,
2007/06,73129,49,,16,2,4,27,15,8,15,13
2007/06,73130,14,,7,,,7,5,2,3,2
2007/06,73132,29,,8,6,,15,14,3,4,4
2007/06,73134,4,,2,1,,1,1,,,
2007/06,73135,33,,12,1,7,13,8,3,5,6
2007/06,73139,24,,5,3,2,14,6,5,9,2
2007/06,73141,2,,1,,,1,1,,,
2007/06,73142,2,,1,,,1,1,,,
2007/06,73144,2,,1,,,1,1,,,
2007/06,73145,4,,1,,,3,2,,,
2007/06,73149,9,,2,1,,6,4,1,2,2
2007/06,73150,2,,,,,2,1,1,2,2
2007/06,73157,1,,1,,,,,,,
2007/06,73159,45,,26,1,2,16,14,4,6,3
2007/06,73160,54,,28,4,2,20,15,,,
2007/06,73162,5,,1,,1,3,1,3,6,1
2007/06,73165,4,,3,,,1,,1,2,
2007/06,73167,1,,,1,,,,,,
2007/06,73169,2,,2,,,,,,,
2007/06,73170,17,,10,2,,5,4,3,4,1
2007/06,73179,1,,,,,1,,1,1,
2007/06,74857,11,,6,3,1,1,,,,
2007/07,73003,17,,5,2,2,8,5,3,3,
2007/07,73007,3,,2,,,1,1,,,
2007/07,73008,26,,6,1,3,16,9,3,6,3
2007/07,73012,8,,1,,2,5,2,1,1,
2007/07,73013,22,,8,,4,10,7,1,2,2
2007/07,73020,10,,3,,,7,4,3,7,5
2007/07,73025,6,,4,,,2,1,,,
2007/07,73034,19,,5,1,,13,4,5,10,6
2007/07,73036,47,,17,1,2,27,23,2,3,3
2007/07,73045,8,,2,1,,5,3,1,1,
2007/07,73049,5,,1,,,4,4,1,5,
2007/07,73054,7,,,1,1,5,2,2,3,1
2007/07,73064,19,,10,2,2,5,3,3,4,2
2007/07,73071,47,,19,11,3,14,13,6,13,7
2007/07,73072,23,,9,3,1,10,7,5,6,3
2007/07,73084,4,,2,,,2,2,2,6,
2007/07,73102,2,,2,,,,,,,
2007/07,73103,5,,1,,,4,1,,,
2007/07,73104,4,,4,,,,,,,
2007/07,73105,16,,4,2,1,9,5,1,3,6
2007/07,73106,25,,9,,2,14,12,6,7,3
2007/07,73107,47,,14,1,1,31,22,11,13,5
2007/07,73108,32,,15,1,1,15,11,2,7,
2007/07,73109,32,,11,,,21,9,9,12,8
2007/07,73110,47,,18,2,2,25,16,12,26,15
2007/07,73111,24,,12,1,2,9,6,3,6,5
2007/07,73112,38,,10,3,3,22,15,5,9,1
2007/07,73114,22,,7,1,2,12,7,7,9,7
2007/07,73115,42,,16,1,3,22,13,6,17,8
2007/07,73116,6,,1,,,5,3,2,2,2
2007/07,73117,14,,5,,,9,4,1,4,4
2007/07,73118,14,,3,3,2,6,3,2,3,3
2007/07,73119,63,,22,2,2,37,27,9,16,7
2007/07,73120,17,,7,,1,9,9,1,3,
2007/07,73121,1,,,,,1,1,,,
2007/07,73122,14,,2,2,1,9,6,2,2,
2007/07,73127,53,,13,2,,38,23,15,18,14
2007/07,73128,4,,1,1,1,1,1,,,
2007/07,73129,43,,13,2,1,27,17,5,6,8
2007/07,73130,23,,3,4,2,14,7,4,8,11
2007/07,73132,30,,6,1,,23,15,5,12,1
2007/07,73134,1,,,,,1,1,,,
2007/07,73135,23,,10,,3,10,5,1,4,
2007/07,73139,29,,10,2,1,16,13,6,9,7
2007/07,73140,1,,1,,,,,,,
2007/07,73141,3,,1,,1,1,1,1,1,
2007/07,73142,2,,,1,,1,1,,,
2007/07,73145,4,,1,,,3,3,1,2,
2007/07,73149,6,,3,,1,2,1,,,
2007/07,73150,1,,,1,,,,,,
2007/07,73157,1,,1,,,,,,,
2007/07,73159,28,,16,2,1,9,9,2,2,1
2007/07,73160,95,,50,10,4,31,17,4,8,2
2007/07,73162,12,,7,,,5,4,,,
2007/07,73165,7,,3,2,,2,2,,,
2007/07,73169,4,,1,1,,2,1,,,
2007/07,73170,16,,6,4,1,5,1,1,1,1
2007/07,73179,2,,1,,,1,,1,2,
2007/07,74857,7,,2,1,,4,1,1,1,1
2007/08,73003,24,,13,1,,10,7,4,7,4
2007/08,73007,2,,,1,,1,1,,,
2007/08,73008,43,,14,,1,28,15,10,14,6
2007/08,73012,4,,1,1,,2,1,1,2,1
2007/08,73013,39,,16,1,3,19,12,7,14,9
2007/08,73020,18,,6,2,,10,4,2,4,4
2007/08,73025,2,,1,1,,,,,,
2007/08,73034,12,,7,,,5,2,1,1,1
2007/08,73036,40,,14,,5,21,10,6,6,4
2007/08,73045,11,,5,,,6,4,2,4,2
2007/08,73049,10,,5,,1,4,3,1,1,
2007/08,73054,5,,1,1,1,2,,,,
2007/08,73064,26,,9,1,6,10,7,2,2,1
2007/08,73066,1,,1,,,,,,,
2007/08,73071,46,,21,2,,23,15,5,7,3
2007/08,73072,19,,10,1,,8,2,1,2,4
2007/08,73084,8,,4,,1,3,2,1,1,1
2007/08,73102,2,,,,,2,2,1,1,
2007/08,73103,11,,6,2,,3,3,1,1,
2007/08,73104,5,,1,1,,3,3,2,4,1
2007/08,73105,9,,3,,1,5,3,,,
2007/08,73106,34,,8,2,2,22,15,15,32,13
2007/08,73107,38,,14,2,,22,14,5,7,4
2007/08,73108,33,,15,1,,17,13,3,9,8
2007/08,73109,50,,18,2,2,28,20,12,22,17
2007/08,73110,52,,16,3,1,32,21,7,15,8
2007/08,73111,31,,16,,1,14,13,2,6,1
2007/08,73112,43,,17,1,,25,14,7,10,7
2007/08,73114,33,,10,4,2,17,11,7,13,7
2007/08,73115,43,,9,,3,31,19,6,13,10
2007/08,73116,7,,5,,,2,2,,,
2007/08,73117,24,,7,3,3,11,9,4,9,4
2007/08,73118,25,,14,1,,10,8,4,8,3
2007/08,73119,75,,24,4,5,42,25,14,26,20
2007/08,73120,17,,3,2,2,10,7,3,7,1
2007/08,73121,3,,2,,,1,1,,,
2007/08,73122,29,,15,,1,13,5,3,6,5
2007/08,73127,80,,22,4,3,51,33,11,15,10
2007/08,73128,2,,,,,2,1,,,
2007/08,73129,54,,19,2,1,32,19,9,13,8
2007/08,73130,21,,9,1,1,10,6,3,8,5
2007/08,73131,1,,1,,,,,,,
2007/08,73132,39,,12,1,4,22,13,5,13,7
2007/08,73134,5,,1,,2,2,2,1,1,
2007/08,73135,32,,16,3,,13,7,3,6,6
2007/08,73139,33,,12,4,,17,12,3,6,1
2007/08,73141,6,,2,1,,3,3,,,
2007/08,73142,6,,,1,1,4,3,1,2,
2007/08,73145,3,,3,,,,,,,
2007/08,73146,3,,1,,,2,1,,,
2007/08,73149,13,,8,3,,2,1,1,1,1
2007/08,73150,2,,1,,,1,1,,,
2007/08,73157,2,,1,1,,,,,,
2007/08,73159,48,,12,4,1,31,19,10,19,12
2007/08,73160,86,,41,10,3,32,16,9,18,8
2007/08,73162,12,,3,,,9,6,3,3,1
2007/08,73165,8,,4,,1,3,1,2,3,1
2007/08,73169,2,,2,,,,,,,
2007/08,73170,17,,11,1,,5,3,2,2,1
2007/08,73179,3,,1,1,,1,,,,
2007/08,74857,10,,2,3,,5,3,,,
2007/09,73003,16,,5,2,,9,3,1,1,
2007/09,73007,3,,1,1,,1,,1,1,
2007/09,73008,24,,11,1,,12,5,7,7,3
2007/09,73012,11,,4,1,,6,2,2,6,
2007/09,73013,34,,10,2,2,20,13,4,8,7
2007/09,73020,24,,11,1,1,11,3,5,9,3
2007/09,73025,6,,2,,,4,1,1,1,
2007/09,73034,22,,9,1,1,11,7,1,1,
2007/09,73036,26,,11,1,,14,8,4,5,3
2007/09,73045,17,,9,2,,6,4,,,
2007/09,73049,3,,,,,3,2,,,
2007/09,73054,8,,2,1,,5,,,,
2007/09,73064,19,,9,2,1,7,4,1,2,2
2007/09,73071,61,,34,14,,13,10,,,
2007/09,73072,19,,6,5,,8,4,2,2,
2007/09,73084,13,,5,,1,7,5,2,4,4
2007/09,73101,1,,1,,,,,,,
2007/09,73103,5,,3,,,2,2,2,2,1
2007/09,73104,7,,3,1,1,2,2,1,4,
2007/09,73105,8,,4,,2,2,2,,,
2007/09,73106,22,,6,1,,15,8,8,14,8
2007/09,73107,37,,13,2,1,21,12,3,6,3
2007/09,73108,24,,5,,,19,13,4,6,6
2007/09,73109,25,,7,,1,17,11,7,12,7
2007/09,73110,74,,26,5,2,41,23,12,24,10
2007/09,73111,47,,23,3,2,19,12,5,10,3
2007/09,73112,36,,14,4,,18,13,7,14,9
2007/09,73113,1,,,,,1,,,,
2007/09,73114,38,,14,2,,22,16,7,14,13
2007/09,73115,42,,15,3,2,22,13,1,4,5
2007/09,73116,3,,,1,1,1,,,,1
2007/09,73117,21,,7,1,2,11,6,5,15,4
2007/09,73118,21,,7,1,,13,10,5,10,9
2007/09,73119,65,,25,3,,37,23,8,12,14
2007/09,73120,25,,12,,1,12,7,3,4,1
2007/09,73121,5,,1,1,2,1,1,,,
2007/09,73122,22,,9,2,2,9,6,,,
2007/09,73126,1,,1,,,,,,,
2007/09,73127,71,,35,4,2,30,15,6,16,10
2007/09,73128,1,,1,,,,,,,
2007/09,73129,59,,25,2,2,30,21,7,10,7
2007/09,73130,30,,7,5,2,16,10,4,5,2
2007/09,73131,1,,,,,1,,1,1,
2007/09,73132,37,,10,4,1,22,13,3,4,5
2007/09,73134,3,,2,,1,,,,,
2007/09,73135,30,,6,,,24,16,3,6,1
2007/09,73139,24,,10,,,14,10,4,5,7
2007/09,73140,3,,1,,,2,,,,
2007/09,73141,3,,,,1,2,2,2,9,9
2007/09,73142,4,,2,1,,1,,,,
2007/09,73145,6,,,,2,4,3,,,
2007/09,73149,14,,2,,,12,9,3,6,5
2007/09,73150,5,,1,,,4,1,3,4,3
2007/09,73159,43,,14,2,,27,15,4,7,1
2007/09,73160,80,,43,11,2,24,17,2,2,2
2007/09,73162,17,,7,,4,6,1,1,1,
2007/09,73165,7,,5,,,2,1,,,
2007/09,73170,26,,11,5,1,9,3,4,4,3
2007/09,73173,1,,,1,,,,,,
2007/09,73179,1,,,,,1,1,,,
2007/09,74857,11,,7,,,4,2,1,1,1
2007/10,73003,18,,8,2,,8,6,1,4,2
2007/10,73007,4,,2,,,2,1,,,
2007/10,73008,35,,12,2,2,19,15,6,10,5
2007/10,73012,6,,2,,,4,1,1,1,1
2007/10,73013,29,,13,3,2,11,5,3,4,2
2007/10,73020,26,,11,3,1,11,7,4,5,2
2007/10,73025,6,,2,1,,3,1,1,1,1
2007/10,73034,19,,7,2,,10,5,2,3,
2007/10,73036,38,,15,2,2,19,12,6,12,9
2007/10,73045,11,,5,1,1,4,2,,,
2007/10,73049,8,,2,,,6,3,1,4,
2007/10,73054,9,,6,1,,2,1,1,2,
2007/10,73064,17,,7,2,2,6,2,1,1,
2007/10,73071,71,,37,15,,19,12,5,6,7
2007/10,73072,18,,7,6,1,4,2,1,1,
2007/10,73084,10,,5,,2,3,1,2,2,1
2007/10,73102,2,,2,,,,,,,
2007/10,73103,1,,,,,1,1,,,
2007/10,73104,2,,,,,2,1,,,
2007/10,73105,8,,4,,1,3,1,1,1,1
2007/10,73106,33,,12,,1,20,10,5,7,7
2007/10,73107,47,,17,6,1,23,14,5,11,7
2007/10,73108,34,,17,,1,16,9,6,10,7
2007/10,73109,34,,13,3,1,17,11,3,5,1
2007/10,73110,68,,25,3,4,36,17,15,25,13
2007/10,73111,46,,17,3,5,21,15,4,9,7
2007/10,73112,42,,14,4,2,22,14,3,4,1
2007/10,73114,35,,10,2,6,17,12,5,10,5
2007/10,73115,29,,10,1,2,16,8,3,12,6
2007/10,73116,5,,3,2,,,,,,
2007/10,73117,17,,3,3,2,9,6,4,4,2
2007/10,73118,20,,6,1,1,12,8,4,6,5
2007/10,73119,80,,30,7,2,41,26,5,12,7
2007/10,73120,32,,12,5,1,14,9,6,8,1
